Station code,Name of the Monitoring Location,State Name,Temperature 0 C_min,Temperature 0 C_max,Dissolved Oxygen mg L_min,Dissolved Oxygen mg L_MAX,pH6.5 MIN,pH6.5 MAX,Conductivity µmho cm MIN,conductivity µmho cm MAX,Bio-chemical Oxygen Demand mg L,Bio-chemical Oxygen Demand mg L MAX,Nitrate mg L MIN,Nitrate mgL MAX,Fecal Coliform MIN,Fecacal coliform MAX,Total Coliform MPN 100 mL MIN,Total Coliform MPN 100 mL2 MAX,Year,aquatic_score,water_type,pH_category
2607,"SUKETI                  KHAD
BEFORE   CONF.   WITH RIVER BEAS",HIMACHAL PRADESH,7.0,26.0,6.5,9.4,7.56,8.41,150.0,415.0,1.2,1.6,0.32,2.01,110.0,1600.0,540.0,1600.0,2022,3,Good,Neutral (6.5–8.5)
2608,RIVER  BINWA  AT  D/S PAPROLA/BAIJNATH,HIMACHAL PRADESH,15.0,22.0,7.5,9.3,6.9,8.24,64.0,269.0,2.6251969852689276,5.892971727105102,0.7343646138807429,4.52,2.0,46.0,22.0,280.0,2022,3,Good,Neutral (6.5–8.5)
2609,NEUGAL   KHAD      D/S THURAL,HIMACHAL PRADESH,10.0,26.0,8.5,9.3,7.11,8.02,109.0,271.0,2.6251969852689276,5.892971727105102,0.7343646138807429,5.81,2.0,33.0,14.0,280.0,2022,3,Good,Neutral (6.5–8.5)
2610,"RIVER   SPITI   BEFORE CONF.WITH         RIVER
SUTLEJ AT KHAB",HIMACHAL PRADESH,7.0,13.0,9.1,9.6,8.08,8.51,227.0,452.0,2.6251969852689276,5.892971727105102,0.32,0.61,4.0,17.0,6.8,1600.0,2022,2,Moderate,Neutral (6.5–8.5)
2612,RIVER      BASPA      U/S RESERVOIR         BASPA HEP AT KUPPA,HIMACHAL PRADESH,6.0,12.5,9.3,9.7,8.1,8.43,72.0,2423.0,2.6251969852689276,5.892971727105102,0.32,0.78,3.0,33.0,2.0,1600.0,2022,3,Good,Neutral (6.5–8.5)
2755,"RIVER          BANGANGA (BATHING           GHAT),
KATRA,",JAMMU & KASHMIR,11.0,25.0,5.0,7.2,7.85,8.75,326.0,420.0,1.3,2.2,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
2756,RIVER  BANGANGA  (IN FRONT OF PONY SHED NEAR                      REASI BRIDGE)KATRA,JAMMU & KASHMIR,11.0,26.0,4.2,7.4,7.85,8.65,320.0,392.0,1.4,2.5,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,1,Polluted,Neutral (6.5–8.5)
2752,"RIVER  BASANTER  U/S (R.H.S)                 SAMBA
(BELOW                NH-1A BRIDGE),",JAMMU & KASHMIR,13.0,28.0,4.2,7.2,7.56,8.45,238.0,372.0,1.1,2.2,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
2753,"RIVER           BASANTER
D/S(R.H.S.) SAMBA (AT CHAK MANGA GUJJAR",JAMMU & KASHMIR,13.0,29.0,4.3,6.8,7.35,8.2,256.0,372.0,1.2,2.6,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
2748,RIVER     CHENAB     AT L.H.S.(BELOW   BRIDGE CHENAB),JAMMU & KASHMIR,12.0,16.0,7.0,7.7,7.26,8.2,124.0,162.0,1.1,1.1,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,3,Good,Neutral (6.5–8.5)
2749,"RIVER     CHENAB     AT BLIND                   CURVE SHAMSHAN GHAT  (1.5
KM U/S FROM SPOT)",JAMMU & KASHMIR,12.0,16.0,7.2,7.8,7.28,8.12,124.0,166.0,1.1,1.1,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,3,Good,Neutral (6.5–8.5)
2750,"RIVER     CHENAB     AT CHADRA   GAON   VIEW POINT(4 KM U/S FROM
SPOT)",JAMMU & KASHMIR,12.0,16.0,7.2,7.9,7.28,8.1,126.0,174.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
2751,"RIVER CHENAB AT JAL PATAN              MANDIR AFTER MEETING WITH MAIN        DRAIN        OF
AKHNOOR        CITY(1.5 KMD/S FROM SPOT)",JAMMU & KASHMIR,12.0,17.0,7.3,7.5,7.56,7.95,112.0,186.0,1.1,2.5,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,3,Good,Neutral (6.5–8.5)
2754,"RIVER                   DEVAK UDHAMPUR(NEAR SHIV                   MANDIR
D/S)L.H.S.",JAMMU & KASHMIR,14.0,28.0,4.2,6.3,7.82,8.2,284.0,526.0,2.3,3.3,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,1,Polluted,Neutral (6.5–8.5)
2757,RIVER       DEVAK       AT UTTERBEHNI,JAMMU & KASHMIR,16.0,26.0,7.0,7.3,7.97,8.1,380.0,420.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
2742,"RIVER        TAWI        AT SHETALI            LIFTING
POINT  NAGROTA(5KM U/S TAWI BRIDGE)",JAMMU & KASHMIR,16.0,29.0,6.8,7.8,7.2,7.95,140.0,324.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
2743,"RIVER TAWI AT BAGH- E-BAHU             LIFTING POINT(1 KM U/S TAWI
BRIDGE)",JAMMU & KASHMIR,14.0,29.0,6.5,7.8,7.4,8.24,142.0,334.0,1.1,1.1,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,3,Good,Neutral (6.5–8.5)
1412,"RIVER        TAWI        AT JAMMU     U/S,     (TAWI BRIDGE )",JAMMU & KASHMIR,14.0,32.0,4.4,5.9,7.45,8.2,296.0,548.0,2.6,5.8,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,1,Polluted,Neutral (6.5–8.5)
2744,RIVER   TAWI   BELOW TAWI BRIDGE,JAMMU & KASHMIR,14.0,30.0,5.0,7.1,7.71,8.85,146.0,380.0,1.3,3.1,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,1,Polluted,Neutral (6.5–8.5)
2745,RIVER                      TAWI BAGHWATI        NAGAR (2KM        D/S        TAWI BRIDGE,JAMMU & KASHMIR,14.0,30.0,3.5,6.0,7.55,8.85,145.0,376.0,5.2,8.3,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,0,Highly Polluted,Neutral (6.5–8.5)
2746,"RIVER        TAWI        AT BELICHARANA(4KM
D/S TAWI BRIDGE)",JAMMU & KASHMIR,15.0,31.0,6.6,7.2,7.65,8.57,138.0,362.0,1.3,1.3,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
2747,"RIVER        TAWI        AT SURAJPUR CHATHA(10 KM          D/S          TAWI BRIDGE)BELOW BRIDGE                  NEAR
CHATHA                  MSW DUMPING SITE, J&K",JAMMU & KASHMIR,15.0,31.0,6.7,7.5,7.45,8.25,140.0,360.0,1.1,1.1,0.32,0.32,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,3,Good,Neutral (6.5–8.5)
4055,"RIVER  TAWI  AT  1  KM D/S        BELOW        STP
DISCHARGE  POINT  AT BHAGWATI NAGAR",JAMMU & KASHMIR,15.0,32.0,2.8,5.1,7.45,8.9,156.0,580.0,6.6,8.6,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,0,Highly Polluted,Neutral (6.5–8.5)
4056,"RIVER TAWI AT BALOL NALLAH,     NEAR    NIT COLLEGE,            MIRAN
SAHIB,                BEFORE MIXING",JAMMU & KASHMIR,14.0,32.0,4.3,6.1,7.56,8.5,280.0,460.0,3.1,4.5,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,1,Polluted,Neutral (6.5–8.5)
2758,"RIVER   UJH   AT   DAM SITE(L.H.S.), KATHUA",JAMMU & KASHMIR,22.0,24.0,7.4,7.8,7.8,8.1,204.0,232.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
4058,"RIVER       DEVAK       AT PURMANDAL,       NEAR TEMPLE",JAMMU & KASHMIR,16.0,26.0,5.2,6.6,8.1,8.2,392.0,545.0,1.1,1.4,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,3,Good,Neutral (6.5–8.5)
4062,"RIVER   DEVAK   2   KM D/S        FROM        SHIV MANDIR                       AT
UDHAMPUR,",JAMMU & KASHMIR,14.0,27.0,3.6,7.5,7.92,8.45,300.0,480.0,1.1,2.1,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
4063,"RIVER  DEVAK  ABOUT 10 KM D/S FROM SHIV MANDIR,            BELOW
RAILWAY          BRIDGE, UDHAMPUR",JAMMU & KASHMIR,14.0,28.0,7.1,7.9,7.5,8.2,340.0,430.0,1.1,2.0,0.7343646138807429,2.9544753347427766,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,3,Good,Neutral (6.5–8.5)
4161,"RIVER      CONFLUENCE POINT OF SARSA NADI
WITH    WITH    SUTLEJ,",PUNJAB,9.0,27.0,6.6,10.5,7.6,8.5,268.0,540.0,1.2,1.2,1.4,2.3,130.0,780.0,580.0,1700.0,2022,3,Good,Neutral (6.5–8.5)
3856,RIVER       SWAN       U/S INDUSTRIAL         AREA GAGRET,HIMACHAL PRADESH,20.5,33.0,6.1,8.7,7.35,8.01,274.0,452.0,2.0,2.0,0.7343646138807429,5.67,2.0,26.0,33.0,350.0,2022,4,Excellent,Neutral (6.5–8.5)
3857,"RIVER       SWAN       D/S
INDUSTRIAL         AREA GAGRET",HIMACHAL PRADESH,20.5,33.0,6.0,8.6,7.4,8.03,288.0,464.0,2.0,3.0,0.36,8.11,2.0,58.0,34.0,540.0,2022,4,Excellent,Neutral (6.5–8.5)
3858,RIVER       SWAN       U/S SANTOSHGARH BRIDGE,HIMACHAL PRADESH,11.0,31.0,6.0,8.8,7.18,7.95,328.0,519.0,2.0,2.0,0.49,12.92,2.0,26.0,33.0,220.0,2022,4,Excellent,Neutral (6.5–8.5)
3859,"RIVER SWAN U/S UNA TOWN                           AT
GHALLUWAL BRIDGE",HIMACHAL PRADESH,21.0,32.0,6.4,8.6,7.23,8.06,295.0,498.0,2.0,2.0,0.5,9.12,2.0,38.0,34.0,920.0,2022,4,Excellent,Neutral (6.5–8.5)
4030,"RIVER  SWAN  BEFORE
CONF. OF GARNI KHAD AT CHURURU",HIMACHAL PRADESH,19.0,33.0,6.5,8.7,7.31,8.06,310.0,445.0,2.6251969852689276,5.892971727105102,0.32,5.39,2.0,37.0,25.0,280.0,2022,3,Good,Neutral (6.5–8.5)
4031,RIVER    SWAN   AFTER CONF. GARNI KHAD AT CHURURU,HIMACHAL PRADESH,19.0,33.0,6.6,8.8,7.4,8.09,324.0,460.0,2.0,2.0,0.7343646138807429,8.08,2.0,79.0,27.0,920.0,2022,4,Excellent,Neutral (6.5–8.5)
1869,RIVER       SWAN       D/S BELA                BATHARI (BHANGLA),HIMACHAL PRADESH,13.0,31.0,6.5,8.6,7.11,7.93,344.0,572.0,3.0,4.0,0.53,10.21,2.0,49.0,38.0,280.0,2022,3,Good,Neutral (6.5–8.5)
30011,"RIVER        SWAN        AT DHANGLA       VILLAGE, SANTOSHGARH (PUNJAB)",PUNJAB,19.0,33.0,8.6,9.4,7.9,8.4,367.0,532.0,1.2,3.0,0.32,1.81,120.0,13000.0,790.0,35000.0,2022,3,Good,Neutral (6.5–8.5)
4038,RIVER              TIRTHAN BEFORE      CONF.      TO RIVER SUTLEJ,HIMACHAL PRADESH,6.0,16.0,7.4,9.0,7.42,8.45,55.0,113.0,2.6251969852689276,5.892971727105102,0.32,2.88,23.0,47.0,140.0,220.0,2022,3,Good,Neutral (6.5–8.5)
2617,RIVER PABBAR AT U/S DHAMBARI,HIMACHAL PRADESH,6.0,10.0,7.9,9.1,6.83,8.24,47.0,1062.0,2.6251969852689276,5.892971727105102,0.32,1.16,4.0,110.0,6.0,1600.0,2022,3,Good,Neutral (6.5–8.5)
2618,RIVER PABBAR AT U/S ROHRU,HIMACHAL PRADESH,6.0,14.0,7.4,9.0,7.5,8.17,47.0,1346.0,2.6251969852689276,5.892971727105102,0.33,1.13,2.0,110.0,7.0,1600.0,2022,3,Good,Neutral (6.5–8.5)
4039,RIVER    PABBAR    U/S HATKOTI,HIMACHAL PRADESH,8.0,18.0,7.0,8.8,7.6,8.11,56.0,981.0,2.6251969852689276,5.892971727105102,0.34,1.17,2.0,22.0,9.0,920.0,2022,3,Good,Neutral (6.5–8.5)
4479,"ASHWANI   KHAD   U/S OF                  SADHUPUL
VILLAGE          (NEARBY 800   METERS   U/S   OF THE BRIDGE)",HIMACHAL PRADESH,9.0,17.0,5.5,7.8,6.74,8.3,198.0,528.0,1.1,4.4,1.36,12.33,2.0,440.0,20.0,1840.0,2022,3,Good,Neutral (6.5–8.5)
4441,RIVER        GIRI        U/S PROPOSED SITE OF SRI RENUKAJI DAM SITE.,HIMACHAL PRADESH,17.0,26.0,7.4,8.2,7.77,8.3,297.0,573.0,1.1,2.0,0.32,7.62,26.0,39.0,130.0,220.0,2022,4,Excellent,Neutral (6.5–8.5)
4442,"RIVER        GIRI        D/S PROPOSED SITE OF SRI RENUKAJI   DAM   SITE NEAR      BRIDGE      AT
DADAHU- RENUKAJI",HIMACHAL PRADESH,17.0,26.0,7.3,8.3,7.71,8.11,291.0,592.0,1.1,2.3,0.32,1.23,27.0,49.0,170.0,280.0,2022,4,Excellent,Neutral (6.5–8.5)
4429,"ASHWANI              KHAD AFTER     CONFLUENCE
OF LIFT NALLAH NEAR DOGRHA BRIDGE",HIMACHAL PRADESH,6.1,35.0,5.9,8.8,7.45,8.19,193.0,1916.0,1.4,7.0,1.51,6.27,5.0,920.0,17.0,1700.0,2022,2,Moderate,Neutral (6.5–8.5)
4461,"ASHWANI   KHAD   D/S OF                       VILLAGE
SADHUPIL,         TEHSIL
KANDAGHAT, DISTRICT SOLAN.",HIMACHAL PRADESH,9.0,17.0,5.6,8.2,7.04,8.04,206.0,786.0,2.6251969852689276,2.2,1.6,13.1,2.0,170.0,38.0,920.0,2022,4,Excellent,Neutral (6.5–8.5)
2620,"ASHWANI   KHAD   U/S OF YASHWANT NAGAR BEFORE   CONF.   WITH RIVER         GIRI         AT
YASHWANT NAGAR",HIMACHAL PRADESH,8.0,17.0,5.6,7.8,7.38,8.3,182.0,625.0,1.2,3.6,1.0,10.29,2.0,26.0,26.0,84.0,2022,3,Good,Neutral (6.5–8.5)
4023,MANJHI     KHAD     U/S DHARAMSHALA        OF KHANIYARA,HIMACHAL PRADESH,8.0,19.0,7.1,9.4,6.92,7.76,51.0,940.0,2.6251969852689276,5.892971727105102,0.7343646138807429,3.57,2.0,33.0,14.0,140.0,2022,3,Good,Neutral (6.5–8.5)
4024,MANJHI     KHAD     D/S DHARAMSHALA        AT CHETRU,HIMACHAL PRADESH,12.0,19.0,7.0,8.9,6.98,8.06,68.0,840.0,2.6251969852689276,5.892971727105102,0.7343646138807429,4.52,2.0,79.0,21.0,240.0,2022,3,Good,Neutral (6.5–8.5)
4025,MOL        KHAD        U/S PALAMPUR,HIMACHAL PRADESH,10.0,20.0,7.4,9.3,7.25,8.12,81.0,187.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.62,2.0,26.0,21.0,150.0,2022,3,Good,Neutral (6.5–8.5)
4026,MOL        KHAD        D/S PALAMPUR,HIMACHAL PRADESH,9.0,20.0,7.1,9.1,7.26,8.17,96.0,217.0,2.6251969852689276,5.892971727105102,0.7343646138807429,3.13,2.0,26.0,25.0,170.0,2022,3,Good,Neutral (6.5–8.5)
4457,BANER      KHAD      U/S CHAMUNDA TEMPLE,HIMACHAL PRADESH,10.0,20.0,7.6,9.4,7.04,8.08,78.0,165.0,2.6251969852689276,5.892971727105102,0.7343646138807429,4.6,2.0,26.0,22.0,1600.0,2022,3,Good,Neutral (6.5–8.5)
4458,BANER     KHAD     D/S CHAMUNDA TEMPLE,HIMACHAL PRADESH,10.0,20.0,7.3,9.2,7.11,8.1,89.0,173.0,2.6251969852689276,5.892971727105102,0.7343646138807429,4.97,2.0,38.0,26.0,1600.0,2022,3,Good,Neutral (6.5–8.5)
4460,CHARAN   KHAND   U/S BHAGSUNAG,HIMACHAL PRADESH,8.0,18.0,8.9,9.2,6.92,8.09,53.0,149.0,2.6251969852689276,5.892971727105102,0.7343646138807429,1.92,2.0,26.0,17.0,140.0,2022,3,Good,Neutral (6.5–8.5)
4428,ASHWINI KHAD U/S OF WEIR   SITE   OF   WTP NEAR              ASHWANI BRIDGE,HIMACHAL PRADESH,5.0,24.0,5.9,8.9,7.48,8.59,185.0,2718.0,1.2,7.4,0.98,6.5,12.0,280.0,39.0,1600.0,2022,2,Moderate,Neutral (6.5–8.5)
4424,"RAW      WATER      FOR LWSS OF NAUTI KHAD AT                        GUMMA
(BASANTPUR)",HIMACHAL PRADESH,6.0,19.0,6.9,9.0,7.68,8.47,103.0,385.0,2.6251969852689276,5.892971727105102,0.32,1.67,4.0,120.0,4.0,1600.0,2022,3,Good,Neutral (6.5–8.5)
4432,DHAULI      KHAD      AT CHARAN GANGA MEDI,HIMACHAL PRADESH,20.0,32.0,6.2,7.8,7.27,8.09,306.0,408.0,1.4,1.4,0.34,5.21,2.0,27.0,22.0,130.0,2022,4,Excellent,Neutral (6.5–8.5)
4431,"SHIKARI                 KHAD BEFORE  CONFLUENCE TO     RIVER     PABBAR NEAR    HRTC    ROHRU
BUS STAND",HIMACHAL PRADESH,7.0,21.0,6.0,7.8,7.42,8.11,57.0,1346.0,2.6251969852689276,5.892971727105102,0.32,1.69,6.0,1600.0,7.0,1600.0,2022,2,Moderate,Neutral (6.5–8.5)
2626,"RIVER    BATTA        U/S PAONTA                       AT
KISHANPURA",HIMACHAL PRADESH,17.0,24.0,7.4,8.2,7.53,8.19,306.0,547.0,1.1,2.2,0.32,1.46,21.0,46.0,133.0,350.0,2022,4,Excellent,Neutral (6.5–8.5)
2627,RIVER BATTA BEFORE CONFLUENCE            TO YAMUNA,HIMACHAL PRADESH,18.0,24.0,7.5,8.1,7.68,8.19,304.0,568.0,1.1,2.4,0.32,1.58,26.0,40.0,130.0,280.0,2022,4,Excellent,Neutral (6.5–8.5)
2913,"RIVER       KALI       BEIN FALLING   INTO   BEAS,
PUNJAB",PUNJAB,14.1,33.0,4.0,7.6,7.3,8.1,235.0,337.0,1.4,3.0,0.9,1.8,260.0,1400.0,1100.0,3900.0,2022,2,Moderate,Neutral (6.5–8.5)
1090,RIVER SAINJ D/S LARJI,HIMACHAL PRADESH,5.0,15.0,7.2,8.7,7.2,8.48,52.0,120.0,2.6251969852689276,5.892971727105102,0.32,5.58,33.0,79.0,210.0,280.0,2022,3,Good,Neutral (6.5–8.5)
1871,"RIVER  MARKANDA  AT
SHAMBUWALA, DISTT. SIRMOUR",HIMACHAL PRADESH,18.0,25.0,6.6,9.0,7.63,8.16,322.0,818.0,1.1,2.5,0.32,3.59,13.0,130.0,110.0,280.0,2022,4,Excellent,Neutral (6.5–8.5)
2624,RIVER         MARKANDA U/S KALA AMB,HIMACHAL PRADESH,18.0,27.0,6.3,8.7,7.52,8.14,353.0,828.0,1.4,2.7,0.32,1.13,32.0,280.0,220.0,920.0,2022,4,Excellent,Neutral (6.5–8.5)
2625,"RIVER         MARKANDA D/S        KALA        AMB/ BOUNDARY                 OF
HARYANA",HIMACHAL PRADESH,19.0,26.0,6.1,8.7,7.55,8.26,275.0,807.0,1.5,2.8,0.32,2.12,36.0,350.0,220.0,1600.0,2022,4,Excellent,Neutral (6.5–8.5)
3862,"RIVER         MARKANDA AFTER     CONFLUENCE WITH    SALANI    KHAD AT   MOGINAND   KALA
AMB",HIMACHAL PRADESH,17.0,25.0,6.2,8.9,7.36,8.39,268.0,735.0,1.1,2.6,0.32,1.71,21.0,94.0,140.0,350.0,2022,4,Excellent,Neutral (6.5–8.5)
3864,"RIVER         MARKANDA AFTER     CONFLUENCE OF   RAMPUR   JATTAN
MOGINAND NALA",HIMACHAL PRADESH,19.0,26.0,6.2,8.8,7.38,8.2,300.0,1138.0,1.3,2.8,0.32,2.06,26.0,188.0,170.0,1080.0,2022,4,Excellent,Neutral (6.5–8.5)
4433,RIVER   SWAN   D/S   OF UNA       AT       RAMPUR BRIDGE,HIMACHAL PRADESH,22.0,32.0,6.3,8.7,7.36,8.03,301.0,506.0,2.0,3.0,0.56,15.04,2.0,58.0,39.0,1600.0,2022,4,Excellent,Neutral (6.5–8.5)
4469,"GAJ         KHAD     NEAR WATER               SUPPLY SCHEME DHARAMSHALA
CANTT.",HIMACHAL PRADESH,8.0,15.0,9.0,9.4,7.1,8.27,57.0,109.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.12,2.0,2.0,13.0,58.0,2022,3,Good,Neutral (6.5–8.5)
4470,"BATHER                KHAD
WATER               SUPPLY SCHEME AT  DAL LAKE",HIMACHAL PRADESH,7.0,15.0,9.0,9.3,6.98,7.96,31.0,620.0,2.6251969852689276,5.892971727105102,0.7343646138807429,4.21,2.0,26.0,11.0,170.0,2022,3,Good,Neutral (6.5–8.5)
4471,"NEUGAL  KHAD  NEAR WATER               SUPPLY SCHEME   AT  BANDLA,
PALAMPUR",HIMACHAL PRADESH,8.0,18.0,8.9,9.5,6.96,8.18,81.0,308.0,2.6251969852689276,5.892971727105102,0.7343646138807429,2.02,2.0,26.0,13.0,130.0,2022,3,Good,Neutral (6.5–8.5)
4486,"RIVER       BALD       D/S LANDFILLSITE           AT
BADDI",HIMACHAL PRADESH,12.0,30.0,3.0,6.6,7.33,8.44,365.0,1249.0,1.2,14.0,0.47,13.63,2.0,94.0,21.0,350.0,2022,2,Moderate,Neutral (6.5–8.5)
4488,RIVER DAYA AT KANAS,HIMACHAL PRADESH,10.0,30.0,4.0,6.0,7.03,8.28,670.0,1059.0,2.5,160.0,0.73,12.57,2.0,94.0,49.0,920.0,2022,2,Moderate,Neutral (6.5–8.5)
5248,"RIVER UHL D/S OF IIT, MANDI",HIMACHAL PRADESH,16.0,28.0,7.2,9.6,7.31,8.48,88.0,228.0,2.6251969852689276,5.892971727105102,0.32,1.61,43.0,94.0,280.0,430.0,2022,3,Good,Neutral (6.5–8.5)
5251,SUKETI      KHAD      D/S SWM SITE AT SUNDER NAGAR,HIMACHAL PRADESH,9.0,26.0,2.0,8.9,6.98,8.48,204.0,515.0,1.1,2.2,0.32,4.66,84.0,920.0,350.0,1600.0,2022,2,Moderate,Neutral (6.5–8.5)
5252,SEER        KHAD        U/S INTAKE POINT OF WSS GHUMARWIN TOWN,HIMACHAL PRADESH,13.0,28.0,8.3,9.3,7.93,8.48,148.0,475.0,2.6251969852689276,5.892971727105102,0.32,2.26,31.0,84.0,140.0,280.0,2022,3,Good,Neutral (6.5–8.5)
5254,RIVER    BHAGGA    U/S BEFORE  CONFLUENCE TO RIVER CHENAB,HIMACHAL PRADESH,2.0,8.0,8.6,9.9,7.5,8.46,92.0,188.0,2.6251969852689276,5.892971727105102,0.32,1.04,21.0,43.0,120.0,150.0,2022,3,Good,Neutral (6.5–8.5)
5255,RIVER   CHANDRA   U/S BEFORE  CONFLUENCE TO RIVER CHENAB,HIMACHAL PRADESH,2.0,8.0,8.4,10.1,7.45,8.17,88.0,184.0,2.6251969852689276,5.892971727105102,0.32,0.89,22.0,46.0,120.0,170.0,2022,3,Good,Neutral (6.5–8.5)
5256,RIVER CHENAB D/S AT TANDI (L & S),HIMACHAL PRADESH,3.0,8.0,8.7,10.2,7.56,8.46,92.0,190.0,2.6251969852689276,5.892971727105102,0.32,1.28,17.0,46.0,120.0,170.0,2022,3,Good,Neutral (6.5–8.5)
5292,"RIVER GIRI AT NIHARI, KOTKHAL",HIMACHAL PRADESH,9.0,12.0,8.0,8.4,7.6,7.99,58.0,85.0,2.6251969852689276,5.892971727105102,0.33,1.23,17.0,21.0,110.0,350.0,2022,3,Good,Neutral (6.5–8.5)
30013,RIVER   KOSHALYA   AT U/S PARWANOO,HIMACHAL PRADESH,15.0,26.0,8.0,9.2,7.8,8.6,339.0,380.0,2.6251969852689276,5.892971727105102,0.32,1.63,45.0,1100.0,170.0,160000.0,2022,1,Polluted,Neutral (6.5–8.5)
1491,"RIVER     BHAGIRATHI     AT GANGOTRI,",UTTARAKHAND,2.0,2.0,10.2,10.2,7.34,7.34,59.0,59.0,2.6251969852689276,5.892971727105102,0.32,0.32,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
1484,RIVER    ALAKNANDA    B/C TO  RIVER  MANDAKINI  AT RUDRA PRAYAG,UTTARAKHAND,7.0,20.0,9.4,10.6,7.13,8.25,96.0,142.0,2.6251969852689276,5.892971727105102,0.32,0.34,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
1486,RIVER    ALAKNANDA    A/C OF     RIVER     MANDAKINI AND   RIVER   ALAKNANDA AT RUDRAPRAYAG,UTTARAKHAND,7.0,20.0,9.8,10.6,7.27,7.6,84.0,148.0,2.6251969852689276,5.892971727105102,0.32,0.34,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
1488,"RIVER    BHAGIRATHI    B/C TO RIVER ALAKNANDA AT
DEVPRAYAG,DIST-TEHRI GARHWAL",UTTARAKHAND,7.0,20.0,9.6,10.6,7.1,8.17,67.0,95.0,2.6251969852689276,5.892971727105102,0.32,0.34,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
1487,"RIVER    ALAKNANDA    B/C TORIVER  BHAGIRATHI AT DEVPRAYAG,DIST-TEHRI
GARHWAL",UTTARAKHAND,8.0,19.0,9.4,10.4,7.25,8.2,103.0,140.0,2.6251969852689276,5.892971727105102,0.32,0.34,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
1489,"RIVER      GANGA      AFTER CONFLUENCE    OF    RIVER BHAGIRATHI   AND   RIVER ALAKNANDA                      AT DEVPRAYAG    ,DIST-TEFRI
GARHWAL",UTTARAKHAND,7.0,20.0,9.8,10.6,7.19,8.23,84.0,145.0,2.6251969852689276,5.892971727105102,0.32,0.35,3538.5852697095434,94402.99494284726,8970.337549488055,206671.80172366623,2022,2,Moderate,Neutral (6.5–8.5)
